City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
552,tahta,26.77,31.5,87.8,18,0,11.41,EG,1590518626
553,grand forks,47.93,-97.03,71.6,46,90,5.82,US,1590518763
554,maningrida,-12.07,134.27,67.03,77,50,8.21,AU,1590518764
555,richards bay,-28.78,32.04,65.37,55,100,8.84,ZA,1590518764
556,carupano,10.67,-63.26,87.71,61,17,16.4,VE,1590518764
557,yumen,40.28,97.2,58.8,37,54,10.4,CN,1590518765
558,tual,-5.67,132.75,81.27,84,58,16.53,ID,1590518765
559,katherine,-14.47,132.27,62.6,67,9,5.82,AU,1590518766
560,son la,21.32,103.9,70.68,94,81,1.79,VN,1590518766
561,nalut,30.33,10.85,83.34,17,7,18.59,LY,1590518767
562,lima,-12.04,-77.03,69.8,68,40,8.05,PE,1590518563
563,emba,48.83,58.14,77.14,54,0,22.57,KZ,1590518768
564,dauphin,51.15,-100.05,75.2,33,1,4.7,CA,1590518768
565,qasigiannguit,68.82,-51.19,35.6,64,40,5.82,GL,1590518769
566,aksum,14.12,38.72,71.55,37,34,7.38,ET,1590518769
567,darhan,49.49,105.92,55.26,71,100,9.33,MN,1590518769
568,marzuq,14.4,46.47,81.01,60,9,3.76,YE,1590518770
569,tazovskiy,67.47,78.7,34.83,86,0,12.91,RU,1590518770
570,senno,59.53,33.92,49.05,81,68,4.07,RU,1590518771
571,torbat-e jam,35.24,60.62,81.21,20,0,12.82,IR,1590518771
572,magadan,59.57,150.8,39.34,80,0,5.77,RU,1590518772
573,nyirvasvari,47.82,22.19,57.2,67,74,8.05,HU,1590518773
574,tessaoua,13.76,7.99,92.82,31,97,2.44,NE,1590518773
575,gauting,48.07,11.38,59.0,47,61,9.17,DE,1590518567
576,sondershausen,51.37,10.87,61.0,62,20,4.7,DE,1590518774
577,lobva,59.19,60.52,48.78,88,17,1.72,RU,1590518774
578,port hardy,50.7,-127.42,55.4,54,20,12.75,CA,1590518775
